,Active Players,Age,Pos.,Status,Adj. Salary
11133,Reyes Moronta,29,RP,Arb 2,"$362,648"
11134,Elehuris Montero,23,3B,Pre-Arb,"$361,524"
11135,Sergio Alcantara,25,3B,Pre-Arb,"$360,180"
11136,Jason Delay,27,C,Pre-Arb,"$357,678"
11137,Cal Mitchell,23,OF,Pre-Arb,"$357,678"
11138,Ian Gibaut,28,RP,Pre-Arb,"$349,986"
11139,Jose Urena,30,SP,Vet,"$349,986"
11140,Manny Banuelos,31,RP,Pre-Arb,"$349,986"
11141,Bailey Falter,25,SP,Pre-Arb,"$347,670"
11142,Christian Bethancourt,30,C,Pre-Arb,"$338,448"
11143,Tres Barrera,27,C,Pre-Arb,"$334,602"
11144,Tucupita Marcano,22,SS,Pre-Arb,"$330,756"
11145,Dan Vogelbach,29,DH,Arb 1,"$329,700"
11146,Brandon Drury,29,3B,Arb 4,"$316,480"
11147,Brayan Bello,23,SP,Pre-Arb,"$311,526"
11148,Garrett Hill,26,SP,Pre-Arb,"$311,526"
11149,Rodolfo Castro,23,SS,Pre-Arb,"$311,526"
11150,Sam Huff,24,C,Pre-Arb,"$311,526"
11151,Erich Uelmen,26,RP,Pre-Arb,"$307,680"
11152,Peter Strzelecki,27,RP,Pre-Arb,"$303,834"
11153,Lewin Diaz,25,1B,Pre-Arb,"$292,296"
11154,Jordan Weems,29,RP,Pre-Arb,"$288,450"
11155,J.J. Bleday,24,OF,Pre-Arb,"$284,604"
11156,Huascar Brazoban,32,RP,Pre-Arb,"$280,758"
11157,Robert Stephenson,29,RP,Arb 2,"$274,287"
11158,Terrin Vavra,25,SS,Pre-Arb,"$273,066"
11159,Vidal Brujan,24,2B,Pre-Arb,"$269,220"
11160,Kaleb Ort,30,RP,Pre-Arb,"$265,374"
11161,Sebastian Rivero,23,C,Pre-Arb,"$265,374"
11162,Dermis Garcia,24,3B,Pre-Arb,"$265,374"
11163,Bradley Zimmer,29,CF,Arb 1,"$264,291"
11164,Zach McKinstry,27,SS,Pre-Arb,"$261,528"
11165,Charles Leblanc,26,SS,Pre-Arb,"$261,528"
11166,David Villar,25,3B,Pre-Arb,"$261,528"
11167,Jarred Kelenic,22,LF,Pre-Arb,"$259,960"
11168,Edmundo Sosa,26,SS,Pre-Arb,"$259,512"
11169,Alan Trejo,26,SS,Pre-Arb,"$258,419"
11170,Michael Massey,24,2B,Pre-Arb,"$257,682"
11171,Cory Abbott,26,SP,Pre-Arb,"$257,682"
11172,Miguel Yajure,24,RP,Pre-Arb,"$255,684"
11173,Reese McGuire,27,C,Pre-Arb,"$254,016"
11174,Sean Bouchard,26,1B,Pre-Arb,"$253,836"
11175,Jose Siri,26,CF,Pre-Arb,"$251,420"
11176,Scott Effross,28,RP,Pre-Arb,"$250,582"
11177,Taylor Rogers,31,RP,Arb 4,"$250,000"
11178,Will Benson,24,OF,Pre-Arb,"$249,990"
11179,Rene Pinto,25,C,Pre-Arb,"$249,990"
11180,Tucker Davidson,26,SP,Pre-Arb,"$249,664"
11181,Brandon Marsh,24,LF,Pre-Arb,"$249,664"
11182,Jesse Chavez,38,RP,Vet,"$247,248"
11183,Eric Hosmer,32,1B,Vet,"$246,154"
11184,Kevin Ginkel,28,RP,Pre-Arb,"$246,144"
11185,Stuart Fairchild,26,OF,Pre-Arb,"$246,144"
11186,Austin Romine,33,C,Vet,"$246,144"
11187,Alex Young,28,RP,Pre-Arb,"$246,144"
11188,Ildemaro Vargas,30,2B,Pre-Arb,"$246,144"
11189,Sam Selman,31,RP,Pre-Arb,"$238,452"
11190,Bubba Thompson,24,OF,Pre-Arb,"$238,452"
11191,Darick Hall,26,1B,Pre-Arb,"$234,606"
11192,Gabriel Moreno,22,C,Pre-Arb,"$226,914"
11193,Yohan Ramirez,27,RP,Pre-Arb,"$226,722"
11194,Joshua Palacios,26,CF,Pre-Arb,"$223,590"
11195,Mike Baumann,26,RP,Pre-Arb,"$223,416"
11196,Jackie Bradley Jr.,32,CF,Vet,"$219,222"
11197,Jake Hager,29,OF,Pre-Arb,"$215,376"
11198,Vaughn Grissom,21,SS,Pre-Arb,"$215,376"
11199,JP Sears,26,SP,Pre-Arb,"$215,376"
11200,Nathan Eaton,25,C,Pre-Arb,"$211,530"
11201,Mark Contreras,27,OF,Pre-Arb,"$211,530"
11202,Anthony Bemboom,32,C,Pre-Arb,"$210,000"
11203,Jeff Brigham,30,RP,Pre-Arb,"$207,684"
11204,Adrian Martinez,25,SP,Pre-Arb,"$203,838"
11205,Connor Wong,26,C,Pre-Arb,"$199,992"
11206,Davis Martin,25,SP,Pre-Arb,"$199,992"
11207,Andrew Nardi,23,RP,Pre-Arb,"$199,992"
11208,Alex Call,27,OF,Pre-Arb,"$199,992"
11209,Buddy Kennedy,23,3B,Pre-Arb,"$196,146"
11210,Kyle Stowers,24,CF,Pre-Arb,"$196,146"
11211,Cole Sands,24,RP,Pre-Arb,"$196,146"
11212,CJ Abrams,21,SS,Pre-Arb,"$196,146"
11213,Chad Smith,27,P,Pre-Arb,"$192,300"
11214,Shea Langeliers,24,C,Pre-Arb,"$192,300"
11215,Mark Mathias,27,2B,Pre-Arb,"$192,300"
11216,Zach Pop,25,RP,Pre-Arb,"$192,300"
11217,Stone Garrett,26,OF,Pre-Arb,"$188,454"
11218,Romy Gonzalez,25,2B,Pre-Arb,"$188,454"
11219,Oswaldo Cabrera,23,2B,Pre-Arb,"$188,454"
11220,Tommy Henry,24,SP,Pre-Arb,"$184,608"
11221,Elvis Andrus,33,SS,Vet,"$184,608"
11222,Michael Stefanic,26,2B,Pre-Arb,"$180,762"
11223,Luis Campusano,23,C,Pre-Arb,"$180,762"
11224,Jason Vosler,28,3B,Pre-Arb,"$180,762"
11225,David Hensley,26,SS,Pre-Arb,"$176,916"
11226,Matt Thaiss,27,1B,Pre-Arb,"$176,916"
11227,Peyton Burdick,25,CF,Pre-Arb,"$176,916"
11228,Logan Gillaspie,25,RP,Pre-Arb,"$173,070"
11229,Jonathan Aranda,24,1B,Pre-Arb,"$173,070"
11230,Chuckie Robinson,27,C,Pre-Arb,"$169,224"
11231,Drew Waters,23,OF,Pre-Arb,"$169,224"
11232,Jared Koenig,28,RP,Pre-Arb,"$169,224"
11233,Kirk McCarty,26,RP,Pre-Arb,"$165,378"
11234,Jesus Tinoco,27,RP,Pre-Arb,"$165,378"
11235,Anthony Misiewicz,27,RP,Pre-Arb,"$164,976"
11236,Taylor Widener,27,RP,Pre-Arb,"$161,532"
11237,Norge Ruiz,28,RP,Pre-Arb,"$161,532"
11238,Javier Guerra,26,RP,Pre-Arb,"$158,793"
11239,Bryce Elder,23,SP,Pre-Arb,"$153,840"
11240,Miguel Vargas,22,3B,Pre-Arb,"$153,840"
11241,Scott Alexander,32,RP,Arb 3,"$153,840"
11242,Garrett Cleavinger,28,RP,Pre-Arb,"$152,139"
11243,Garrett Mitchell,23,OF,Pre-Arb,"$149,994"
11244,Zack Kelly,27,RP,Pre-Arb,"$146,148"
11245,Corbin Carroll,21,CF,Pre-Arb,"$142,302"
11246,D.L. Hall,23,RP,Pre-Arb,"$138,456"
11247,Michael Toglia,23,1B,Pre-Arb,"$138,456"
11248,Gunnar Henderson,21,SS,Pre-Arb,"$134,610"
11249,Terrance Gore,31,CF,Pre-Arb,"$134,610"
11250,Jesus Aguilar,32,1B,Arb 3,"$130,764"
11251,Spencer Steer,24,SS,Pre-Arb,"$130,764"
11252,Ryan Kreidler,24,SS,Pre-Arb,"$130,764"
11253,Hunter Brown,23,RP,Pre-Arb,"$130,764"
11254,Zack Weiss,30,RP,Pre-Arb,"$130,764"
11255,Aaron Sanchez,29,RP,Vet,"$130,764"
11256,Oswald Peraza,22,SS,Pre-Arb,"$130,764"
11257,Ken Waldichuk,24,SP,Pre-Arb,"$130,764"
11258,Johan Oviedo,24,SP,Pre-Arb,"$130,764"
11259,Ben DeLuzio,27,CF,Pre-Arb,"$130,764"
11260,Triston Casas,22,3B,Pre-Arb,"$119,226"
11261,Dalton Guthrie,26,SS,Pre-Arb,"$119,226"
11262,Hayden Wesneski,24,SP,Pre-Arb,"$115,380"
11263,Angel De Jesus,25,RP,Pre-Arb,"$115,380"
11264,Tyler Cyr,29,RP,Pre-Arb,"$111,534"
11265,Alec Burleson,23,OF,Pre-Arb,"$107,688"
11266,Jake Fishman,27,RP,Pre-Arb,"$103,842"
11267,Otto Lopez,23,SS,Pre-Arb,"$100,022"
11268,Bryan Hoeing,25,RP,Pre-Arb,"$99,996"
11269,Josh Jung,24,3B,Pre-Arb,"$99,996"
11270,Israel Pineda,22,C,Pre-Arb,"$99,996"
11271,Mark Vientos,22,3B,Pre-Arb,"$96,150"
11272,Matthew Liberatore,22,SP,Pre-Arb,"$96,150"
11273,Darwinzon Hernandez,25,RP,Pre-Arb,"$92,304"
11274,Yu-Cheng Chang,26,SS,Pre-Arb,"$89,148"
11275,Jordan Groshans,22,SS,Pre-Arb,"$84,612"
11276,Drey Jameson,24,SP,Pre-Arb,"$76,920"
11277,Frank German,24,RP,Pre-Arb,"$73,074"
11278,Livan Soto,22,SS,Pre-Arb,"$73,074"
11279,Matt Wallner,24,RF,Pre-Arb,"$73,074"
11280,A.J. Alexy,24,RP,Pre-Arb,"$73,074"
11281,Miguel Andujar,27,3B,Arb 1,"$71,430"
11282,Esteban Quiroz,30,2B,Pre-Arb,"$69,228"
11283,Carlos Perez,25,C,Pre-Arb,"$69,228"
11284,Gabriel Arias,22,SS,Pre-Arb,"$65,382"
11285,Gavin Hollowell,24,RP,Pre-Arb,"$65,382"
11286,Jordan Diaz,21,3B,Pre-Arb,"$65,382"
11287,Jharel Cotton,30,SP,Arb 1,"$65,382"
11288,Jimmy Yacabonis,30,RP,Pre-Arb,"$61,536"
11289,Maximo Castillo,23,RP,Pre-Arb,"$57,690"
11290,Rob Zastryzny,30,RP,Pre-Arb,"$57,690"
11291,Conner Capel,25,RF,Pre-Arb,"$57,690"
11292,Bryce Johnson,26,CF,Pre-Arb,"$57,690"
11293,Mark Payton,30,LF,Pre-Arb,"$53,844"
11294,Mike Siani,22,OF,Pre-Arb,"$53,844"
11295,Will Brennan,24,CF,Pre-Arb,"$53,844"
11296,Louie Varland,24,P,Pre-Arb,"$53,844"
11297,Sean Hjelle,25,RP,Pre-Arb,"$53,844"
11298,Ezequiel Tovar,20,SS,Pre-Arb,"$49,998"
11299,Shelby Miller,31,SP,Vet,"$49,998"
11300,Luis Ortiz,26,SP,Pre-Arb,"$49,998"
11301,Ernie Clement,26,2B,Pre-Arb,"$46,212"
11302,Silvino Bracho,29,RP,Arb 1,"$46,152"
11303,Ji-Hwan Bae,22,SS,Pre-Arb,"$46,152"
11304,Cole Waites,24,RP,Pre-Arb,"$46,152"
11305,Noah Davis,25,RP,Pre-Arb,"$42,306"
11306,Ford Proctor,25,SS,Pre-Arb,"$42,306"
11307,Heliot Ramos,22,OF,Pre-Arb,"$38,460"
11308,Yennier Cano,28,RP,Pre-Arb,"$30,768"
11309,Brandon Dixon,30,1B,Arb 1,"$30,768"
11310,Logan O'Hoppe,22,C,Pre-Arb,"$26,922"
11311,Bryan Garcia,27,RP,Pre-Arb,"$23,076"
11312,Nash Walters,25,SP,Pre-Arb,"$23,076"
11313,Brendon Davis,24,SS,Pre-Arb,"$19,230"
11314,Francisco Alvarez,20,C,Pre-Arb,"$19,230"
11315,Bo Naylor,22,C,Pre-Arb,"$15,384"
11316,Junior Fernandez,25,RP,Pre-Arb,"$15,384"
11317,Yerry Rodriguez,24,SP,Pre-Arb,"$15,384"
11318,Andrew Vasquez,28,RP,Pre-Arb,"$8,792"
11319,Nate Mondou,27,2B,Pre-Arb,"$7,692"
11320,Tommy Pham,34,LF,Vet,-
11405,Max Scherzer,37,SP,Vet,"$43,333,333"
11406,Mike Trout,30,CF,Vet,"$37,116,666"
11407,Anthony Rendon,32,3B,Vet,"$36,571,428"
11408,Gerrit Cole,31,SP,Vet,"$36,000,000"
11409,Carlos Correa,27,SS,Vet,"$35,100,000"
11410,Francisco Lindor,28,SS,Vet,"$34,100,000"
11411,Corey Seager,28,SS,Vet,"$33,000,000"
11412,Miguel Cabrera,39,DH,Vet,"$32,000,000"
11413,Manny Machado,29,3B,Vet,"$32,000,000"
11414,George Springer,32,CF,Vet,"$29,666,666"
11415,Nolan Arenado,31,3B,Vet,"$29,429,500"
11416,Jose Altuve,32,2B,Vet,"$29,000,000"
11417,Giancarlo Stanton,32,RF,Vet,"$29,000,000"
11418,Bryce Harper,29,DH,Vet,"$27,538,462"
11419,Freddie Freeman,32,1B,Vet,"$27,000,000"
11420,Paul Goldschmidt,34,1B,Vet,"$26,250,000"
11421,Zack Wheeler,32,SP,Vet,"$26,000,000"
11422,Marcus Stroman,31,SP,Vet,"$25,000,000"
11423,Justin Verlander,39,SP,Vet,"$25,000,000"
11424,Marcus Semien,31,2B,Vet,"$25,000,000"
11425,J.T. Realmuto,31,C,Vet,"$23,875,000"
11426,Patrick Corbin,32,SP,Vet,"$23,416,666"
11427,Josh Donaldson,36,DH,Vet,"$23,000,000"
11428,Mookie Betts,29,RF,Vet,"$22,500,000"
11429,Wil Myers,31,RF,Vet,"$22,500,000"
11430,Jose Ramirez,29,3B,Vet,"$22,000,000"
11431,Christian Yelich,30,LF,Vet,"$22,000,000"
11432,Trea Turner,29,SS,Arb 4,"$21,000,000"
11433,Robbie Ray,30,SP,Vet,"$21,000,000"
11434,Kevin Gausman,31,SP,Vet,"$21,000,000"
11435,Jacob deGrom,34,SP,Vet,"$20,500,000"
11436,Charlie Morton,38,SP,Vet,"$20,000,000"
11437,Xander Bogaerts,29,SS,Vet,"$20,000,000"
11438,Javier Baez,29,SS,Vet,"$20,000,000"
11439,Justin Turner,37,3B,Vet,"$20,000,000"
11440,Nick Castellanos,30,RF,Vet,"$20,000,000"
11441,Yu Darvish,35,SP,Vet,"$20,000,000"
11442,Jose Abreu,35,1B,Vet,"$19,666,668"
11443,J.D. Martinez,34,DH,Vet,"$19,350,000"
11444,Aaron Judge,30,CF,Arb 3,"$19,000,000"
11445,Kyle Schwarber,29,LF,Vet,"$19,000,000"
11446,Lance Lynn,35,SP,Vet,"$18,500,000"
11447,Yasmani Grandal,33,C,Vet,"$18,250,000"
11448,Madison Bumgarner,32,SP,Vet,"$18,000,000"
11449,Salvador Perez,32,C,Vet,"$18,000,000"
11450,Aroldis Chapman,34,RP,Vet,"$18,000,000"
11451,Adam Wainwright,40,SP,Vet,"$17,500,000"
11452,Clayton Kershaw,34,SP,Vet,"$17,300,000"
11453,Nathan Eovaldi,32,SP,Vet,"$17,000,000"
11454,Cody Bellinger,26,CF,Arb 3,"$17,000,000"
11455,Miles Mikolas,33,SP,Vet,"$16,750,000"
11456,Kenley Jansen,34,RP/CL,Vet,"$16,000,000"
11457,Marcell Ozuna,31,DH,Vet,"$16,000,000"
11458,David Price,36,RP,Vet,"$16,000,000"
11459,Craig Kimbrel,34,RP/CL,Vet,"$16,000,000"
11460,Anthony Rizzo,32,1B,Vet,"$16,000,000"
11461,Brandon Crawford,35,SS,Vet,"$16,000,000"
11462,Yusei Kikuchi,31,RP,Pre-Arb,"$16,000,000"
11463,Lance McCullers,28,SP,Vet,"$15,833,333"
11464,Starling Marte,33,RF,Vet,"$15,750,000"
11465,Aaron Nola,29,SP,Vet,"$15,500,000"
11466,Ronald Acuna Jr.,24,RF,Vet,"$15,000,000"
11467,Matt Olson,28,1B,Vet,"$15,000,000"
11468,Chris Taylor,31,LF,Vet,"$15,000,000"
11469,D.J. LeMahieu,33,3B,Vet,"$15,000,000"
11470,Jon Gray,30,SP,Vet,"$15,000,000"
11471,Jean Segura,32,2B,Vet,"$14,850,000"
11472,A.J. Pollock,34,LF,Vet,"$14,500,000"
11473,Eduardo Rodriguez,29,SP,Vet,"$14,000,000"
11474,Yoan Moncada,27,3B,Vet,"$13,800,000"
11475,Liam Hendriks,33,RP/CL,Vet,"$13,333,333"
11476,Blake Snell,29,SP,Vet,"$13,100,000"
11477,Zack Greinke,38,SP,Vet,"$13,000,000"
11478,Max Muncy,31,DH,Vet,"$13,000,000"
11479,Corey Kluber,36,SP,Vet,"$13,000,000"
11480,Alex Bregman,28,3B,Vet,"$12,666,666"
11481,Mark Canha,33,LF,Vet,"$12,666,666"
11482,Matt Chapman,29,3B,Vet,"$12,500,000"
11483,Avisail Garcia,31,RF,Vet,"$12,000,000"
11484,Carlos Carrasco,35,SP,Vet,"$12,000,000"
11485,Nelson Cruz,41,DH,Vet,"$12,000,000"
11486,Luis Severino,28,SP,Vet,"$11,500,000"
11487,German Marquez,27,SP,Vet,"$11,300,000"
11488,Eugenio Suarez,30,3B,Vet,"$11,285,714"
11489,Rafael Devers,25,3B,Arb 2,"$11,200,000"
11490,Aaron Hicks,32,CF,Vet,"$10,785,714"
11491,Jose Berrios,28,SP,Vet,"$10,714,285"
11492,Teoscar Hernandez,29,DH,Arb 2,"$10,650,000"
11493,Randal Grichuk,30,RF,Vet,"$10,333,333"
11494,Edwin Diaz,28,RP/CL,Arb 3,"$10,200,000"
11495,Dansby Swanson,28,SS,Arb 3,"$10,000,000"
11496,Wade Miley,35,SP,Vet,"$10,000,000"
11497,Ryan Pressly,33,RP/CL,Vet,"$10,000,000"
11498,Eduardo Escobar,33,3B,Vet,"$10,000,000"
11499,Ke'Bryan Hayes,25,3B,Vet,"$10,000,000"
11500,Yadier Molina,39,C,Vet,"$10,000,000"
11501,Sean Manaea,30,SP,Arb 4,"$9,750,000"
11502,Willson Contreras,30,C,Arb 3,"$9,625,000"
11503,Eddie Rosario,30,LF,Vet,"$9,000,000"
11504,Gary Sanchez,29,C,Arb 3,"$9,000,000"
11505,Alex Cobb,34,SP,Vet,"$9,000,000"
11506,Chris Bassitt,33,SP,Arb 3,"$8,650,000"
11507,Joe Musgrove,29,SP,Arb 3,"$8,625,000"
11508,Tyler Anderson,32,SP,Vet,"$8,500,000"
11509,Andrew Heaney,31,SP,Vet,"$8,500,000"
11510,Kolten Wong,31,2B,Vet,"$8,500,000"
11511,Andrew McCutchen,35,DH,Vet,"$8,500,000"
11512,Mike Clevinger,31,SP,Vet,"$8,500,000"
11513,Steven Matz,31,RP,Vet,"$8,500,000"
11514,James McCann,32,C,Vet,"$8,150,000"
11515,Matt Barnes,32,RP,Vet,"$8,125,000"
11516,Travis d'Arnaud,33,C,Vet,"$8,000,000"
11517,Seiya Suzuki,27,RF,Vet,"$8,000,000"
11518,Kendall Graveman,31,RP,Vet,"$8,000,000"
11519,Yulieski Gurriel,38,1B,Vet,"$8,000,000"
11520,Hector Neris,33,RP,Vet,"$8,000,000"
11521,Julio Urias,25,SP,Arb 2,"$8,000,000"
11522,Kyle Gibson,34,SP,Vet,"$8,000,000"
11523,Adam Frazier,30,2B,Arb 3,"$8,000,000"
11524,Vladimir Guerrero Jr.,23,1B,Arb 1,"$7,900,000"
11525,Tucker Barnhart,31,C,Vet,"$7,750,000"
11526,Trevor May,32,RP,Vet,"$7,750,000"
11527,Mitch Haniger,31,RF,Arb 3,"$7,750,000"
11528,Rhys Hoskins,29,1B,Arb 2,"$7,700,000"
11529,Hunter Renfroe,30,RF,Arb 3,"$7,650,000"
11530,Jonathan Schoop,30,2B,Vet,"$7,500,000"
11531,Aaron Loup,34,RP,Vet,"$7,500,000"
11532,Lucas Giolito,27,SP,Arb 2,"$7,450,000"
11533,Pete Alonso,27,1B,Arb 1,"$7,400,000"
11534,Noah Syndergaard,29,SP,Vet,"$7,384,640"
11535,Eloy Jimenez,25,LF,Vet,"$7,333,333"
11536,Jurickson Profar,29,LF,Vet,"$7,333,333"
11537,C.J. Cron,32,1B,Vet,"$7,250,000"
11538,Mark Melancon,37,RP/CL,Vet,"$7,000,000"
11539,Enrique Hernandez,30,CF,Vet,"$7,000,000"
11540,Michael Wacha,31,SP,Vet,"$7,000,000"
11541,Joe Kelly,34,RP,Vet,"$7,000,000"
11542,Kyle Freeland,29,SP,Vet,"$7,000,000"
11543,Ryan Tepera,34,RP,Vet,"$7,000,000"
11544,Brandon Nimmo,29,CF,Arb 3,"$7,000,000"
11545,Taijuan Walker,29,SP,Vet,"$7,000,000"
11546,Ha-seong Kim,26,SS,Pre-Arb,"$7,000,000"
11547,Max Fried,28,SP,Arb 2,"$6,850,000"
11548,Ian Happ,27,LF,Arb 2,"$6,850,000"
11549,Brandon Woodruff,29,SP,Arb 2,"$6,800,000"
11550,Michael Lorenzen,30,SP,Vet,"$6,750,000"
11551,Bryan Reynolds,27,CF,Vet,"$6,750,000"
11552,Giovanny Urshela,30,3B,Arb 2,"$6,550,000"
11553,Corbin Burnes,27,SP,Arb 1,"$6,500,000"
11554,Gleyber Torres,25,2B,Arb 2,"$6,250,000"
11555,Paul DeJong,28,SS,Vet,"$6,166,666"
11556,Juan Soto,23,RF,Arb 2,"$6,013,184"
11557,Jordan Lyles,31,SP,Vet,"$6,000,000"
11558,Yan Gomes,34,C,Vet,"$6,000,000"
11559,Shane Bieber,27,SP,Arb 1,"$6,000,000"
11560,Andrew Chafin,32,RP,Vet,"$6,000,000"
11561,Brad Hand,32,RP,Vet,"$6,000,000"
11562,Nick Martinez,31,RP,Vet,"$6,000,000"
11563,Robert Suarez,31,RP,Pre-Arb,"$6,000,000"
11564,J.P. Crawford,27,SS,Vet,"$6,000,000"
11565,Jeimer Candelario,28,3B,Arb 2,"$5,800,000"
11566,Jameson Taillon,30,SP,Arb 3,"$5,800,000"
11567,Marco Gonzales,30,SP,Vet,"$5,750,000"
11568,Manuel Margot,27,RF,Arb 3,"$5,600,000"
11569,Merrill Kelly,33,SP,Vet,"$5,583,333"
11570,Zach Eflin,28,RP,Arb 3,"$5,550,000"
11571,Rich Hill,42,SP,Vet,"$5,500,000"
11572,Leury Garcia,31,2B,Vet,"$5,500,000"
11573,Shohei Ohtani,27,SP,Arb 2,"$5,500,000"
11574,Miguel Rojas,33,SS,Vet,"$5,500,000"
11575,Yimi Garcia,31,RP,Vet,"$5,500,000"
11576,Jose Leclerc,28,RP/CL,Vet,"$5,250,000"
11577,Kole Calhoun,34,LF,Vet,"$5,200,000"
11578,Tyler Glasnow,28,SP,Arb 3,"$5,100,000"
11579,Jose Iglesias,32,SS,Vet,"$5,000,000"
11580,Ryan McMahon,27,3B,Vet,"$5,000,000"
11581,Martin Maldonado,35,C,Vet,"$5,000,000"
11582,Omar Narvaez,30,C,Arb 3,"$5,000,000"
11583,Adam Ottavino,36,RP,Vet,"$5,000,000"
11584,Corey Dickerson,33,LF,Vet,"$5,000,000"
11585,Jack Flaherty,26,SP,Arb 2,"$5,000,000"
11586,Amed Rosario,26,SS,Arb 2,"$4,950,000"
11587,Brad Keller,26,RP,Arb 2,"$4,825,000"
11588,Hunter Dozier,30,1B,Vet,"$4,750,000"
11589,Isiah Kiner-Falefa,27,SS,Arb 2,"$4,700,000"
11590,Michael Taylor,31,CF,Vet,"$4,650,000"
11591,Will Smith,32,RP,Vet,"$4,642,857"
11592,Willy Adames,26,SS,Arb 1,"$4,600,000"
11593,Joe Wendle,32,3B,Arb 2,"$4,550,000"
11594,Ian Kennedy,37,RP,Vet,"$4,500,000"
11595,Donovan Solano,34,2B,Vet,"$4,500,000"
11596,Cesar Hernandez,32,2B,Vet,"$4,500,000"
11597,Brian Anderson,29,3B,Arb 2,"$4,475,000"
11598,Aledmys Diaz,31,SS,Arb 3,"$4,450,000"
11599,Daniel Bard,37,RP/CL,Arb 3,"$4,400,000"
11600,Drew Smyly,33,SP,Vet,"$4,250,000"
11601,Brooks Raley,34,RP,Pre-Arb,"$4,250,000"
11602,Alex Colome,33,RP,Vet,"$4,100,000"
11603,Collin McHugh,35,RP,Vet,"$4,000,000"
11604,Josh Harrison,34,2B,Vet,"$4,000,000"
11605,Austin Hedges,29,C,Arb 4,"$4,000,000"
11606,David Fletcher,28,SS,Vet,"$4,000,000"
11607,Dylan Bundy,29,SP,Vet,"$4,000,000"
11608,Craig Stammen,38,RP,Vet,"$4,000,000"
11609,Martin Perez,31,SP,Vet,"$4,000,000"
11610,Josh Hader,28,RP/CL,Arb 3,"$3,989,011"
11611,Austin Riley,25,3B,Arb 1,"$3,950,000"
11612,Raimel Tapia,28,RF,Arb 2,"$3,950,000"
11613,Seth Lugo,32,RP,Arb 3,"$3,925,000"
11614,Trevor Williams,30,RP,Arb 3,"$3,900,000"
11615,Sandy Alcantara,26,SP,Vet,"$3,800,000"
11616,Ross Stripling,32,SP,Arb 3,"$3,790,000"
11617,Tommy Kahnle,32,RP,Vet,"$3,725,000"
11618,Mike Yastrzemski,31,CF,Arb 1,"$3,700,000"
11619,Joey Gallo,28,LF,Arb 3,"$3,613,184"
11620,Alex Verdugo,26,LF,Arb 1,"$3,550,000"
11621,Raisel Iglesias,32,RP,Vet,"$3,516,480"
11622,Josh Bell,29,1B,Arb 3,"$3,516,480"
11623,Wilmer Flores,30,DH,Vet,"$3,500,000"
11624,David Phelps,35,RP,Vet,"$3,500,000"
11625,Carson Kelly,27,C,Arb 2,"$3,325,000"
11626,Luis Garcia,35,RP,Vet,"$3,250,000"
11627,Johnny Cueto,36,SP,Vet,"$3,206,452"
11628,Ji-Man Choi,31,1B,Arb 2,"$3,200,000"
11629,Kyle Farmer,31,SS,Arb 1,"$3,155,000"
11630,Anthony Santander,27,RF,Arb 2,"$3,150,000"
11631,David Peralta,34,LF,Vet,"$3,095,055"
11632,Chris Flexen,28,RP,Vet,"$3,050,000"
11633,Matthew Strahm,30,RP,Arb 3,"$3,000,000"
11634,Vincent Velasquez,30,RP,Vet,"$3,000,000"
11635,Elias Diaz,31,C,Vet,"$3,000,000"
11636,Framber Valdez,28,SP,Arb 1,"$3,000,000"
11637,Max Stassi,31,C,Vet,"$3,000,000"
11638,Dylan Floro,31,RP/CL,Arb 2,"$3,000,000"
11639,Jeff McNeil,30,2B,Arb 1,"$3,000,000"
11640,Pierce Johnson,31,RP,Pre-Arb,"$3,000,000"
11641,Jake Odorizzi,32,SP,Vet,"$2,813,187"
11642,Yandy Diaz,30,3B,Arb 1,"$2,800,000"
11643,Austin Barnes,32,C,Arb 3,"$2,750,000"
11644,Rafael Montero,31,RP,Arb 4,"$2,725,000"
11645,Chad Pinder,30,LF,Arb 3,"$2,725,000"
11646,Jorge Alfaro,29,C,Arb 2,"$2,725,000"
11647,Luis Castillo,29,SP,Arb 2,"$2,705,795"
11648,Brent Suter,32,RP,Arb 2,"$2,700,000"
11649,Trey Mancini,30,1B,Vet,"$2,678,585"
11650,Nick Pivetta,29,SP,Arb 1,"$2,650,000"
11651,Joely Rodriguez,30,RP,Pre-Arb,"$2,650,000"
11652,Reynaldo Lopez,28,RP,Arb 2,"$2,625,000"
11653,Miguel Castro,27,RP,Arb 3,"$2,620,000"
11654,Julio Rodriguez,21,CF,Pre-Arb,"$2,612,500"
11655,Christian Walker,31,1B,Arb 1,"$2,600,000"
11656,Albert Pujols,42,DH,Vet,"$2,600,000"
11657,Nicholas Lopez,27,3B,Arb 1,"$2,550,000"
11658,Luis Urias,25,2B,Pre-Arb,"$2,550,000"
11659,David Bote,29,2B,Vet,"$2,510,000"
11660,Cal Quantrill,27,SP,Arb 1,"$2,510,000"
11661,Aaron Bummer,28,RP,Vet,"$2,500,000"
11662,Freddy Peralta,26,SP,Vet,"$2,484,960"
11663,Christian Vazquez,31,C,Vet,"$2,461,568"
11664,Whit Merrifield,33,2B,Vet,"$2,461,568"
11665,Pablo Lopez,26,SP,Arb 1,"$2,450,000"
11666,Jacob Stallings,32,C,Arb 2,"$2,450,000"
11667,Eric Lauer,27,SP,Arb 1,"$2,425,000"
11668,Giovanny Gallegos,30,RP,Arb 1,"$2,410,000"
11669,Scott Barlow,29,RP/CL,Arb 1,"$2,400,000"
11670,Matt Moore,33,RP,Vet,"$2,311,852"
